לקוח,שם לקוח,תקן,תיאור,אחראי לביצוע,שם אחראי,אגף,גירסה,תאריך הוצאה,תאריך עדכון אחרון,פעיל, , , 
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 15-10,Solumina Changes,52258,קציר עמוס,,,05/08/2015,05/08/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 15-11,Administrative Review of the First Article Inspection Report (FAIR),52258,קציר עמוס,,,07/10/2015,07/10/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-01,PWA 310 marking requirements,52258,קציר עמוס,,,04/03/2016,04/03/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-01APU,DQR Stamp Requirements APU suppliers,52258,קציר עמוס,,,15/06/2016,15/06/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-02,First Article Inspection Formats,52258,קציר עמוס,,,17/03/2016,17/03/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-02APU,Packaging Requirements POP1614 for APU suppliers,52258,קציר עמוס,,,15/06/2016,15/06/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-03,UPPAP Package Submittal to P&W Member Focal Point’s (MFP’s),52258,קציר עמוס,,,29/03/2016,29/03/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-03APU,Inspection Record Requirements APU suppliers,52258,קציר עמוס,,,15/06/2016,15/06/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-04,Retroactive FAI Review and Net Inspect Submission,52258,קציר עמוס,,,01/06/2016,01/06/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-04APU,"Approval of Supplier Alternate Procedures (ASAP) for operator certification
program and alternate sampling plans for APU programs",52258,קציר עמוס,,,24/08/2016,24/08/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-05,First Article Inspection: Step-By-Step Guide,52258,קציר עמוס,,,06/06/2016,06/06/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-06,Recent Customer Audit Findings,52258,קציר עמוס,,,01/07/2016,01/07/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-07,Electronic Supplier Request for Information (eSRI),52258,קציר עמוס,,,10/08/2016,10/08/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-08,PO Field in Net Inspect,52258,קציר עמוס,,,10/08/2016,10/08/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-10,Basic Dimensions,52258,קציר עמוס,,,17/10/2016,17/10/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-11,Verifying inspection during manufacturing in FAI,52258,קציר עמוס,,,21/10/2016,21/10/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-12,Recent Customer Audit Findings for Calibration,52258,קציר עמוס,,,04/11/2016,04/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-13,Compliance with Approved Procedures and Work Instructions,52258,קציר עמוס,,,10/11/2016,10/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-14,Important Changes Affecting RTV/DTV Shipments,52258,קציר עמוס,,,22/11/2016,22/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-15,"Pratt & Whitney Supplier Announcement
InspectionXpert 2016 Release",52258,קציר עמוס,,,22/11/2016,22/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-16,Part Marking Escapes,52258,קציר עמוס,,,22/11/2016,22/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-16A,Part Marking Escapes,52258,קציר עמוס,,,22/12/2016,22/12/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-17,AMS Specs Revision,52258,קציר עמוס,,,22/11/2016,22/11/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-9,Addition of UPPAP on an existing part,52258,קציר עמוס,,,26/09/2016,26/09/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 16-9A,Addition of UPPAP on an existing part,52258,קציר עמוס,,,17/10/2016,17/10/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-1,Pratt & Whitney APU Source Qualification List (SQL),52258,קציר עמוס,,,13/03/2017,13/03/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-11,Supplier Quality Deficiency Report (SQDR).,52258,קציר עמוס,,,28/09/2017,28/09/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-12,FAI Work Instructions Update,52258,קציר עמוס,,,28/09/2017,28/09/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-13,ASQR-20.1 Para 4.1.3,52258,קציר עמוס,,,03/10/2017,03/10/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-15,PWA11 Interpretation of Stress Relief Cycle,52258,קציר עמוס,,,29/11/2017,29/11/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-16,Residual Magnetization Escapes,52258,קציר עמוס,,,29/11/2017,29/11/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-8,Purchase Order Update,52258,קציר עמוס,,,13/06/2017,13/06/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 17-9,Dimensional part audits,52258,קציר עמוס,,--,20/06/2017,20/06/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 18-3,First Article Inspection Program,86231,כהן דוד,12,0,23/03/2018,23/03/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 18-4,PWA 310 Supplier Part Marking Approval Cell,52258,קציר עמוס,12,A,06/04/2018,13/04/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 18-6,Impol Disclosure Concerning Deviation in Production Process of Solution Heat Treatment,116301,רוד דן,,,27/06/2018,27/06/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,EAGLE EYES 18-7,New InspectionXpert Module – MeasurementXpert,52258,קציר עמוס,,,30/07/2018,30/07/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,ECM CODE 4,EDDY CURRENT METHOD [ECM] - PHASE SENSITIVE FLAW DETE,107292,ויימן איגור,,C,01/08/1980,08/03/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,ECM CODE 5,EDDY CURRENT METHOD [ECM],107292,ויימן איגור,,E,15/04/1981,08/03/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,ECM MASTER,EDDY CURRENT METHOD [ECM],107292,ויימן איגור,,K,01/08/1980,16/05/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,ECS-18,GENERAL APPLICATION EDDY CURRENT STANDARD,107292,ויימן איגור,,G,06/07/1989,19/07/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,ECS-45,"GENERAL APPLICATION EDDY CURRENT STANDARD
MILITARY & LIQUID SPACE PROPULSION ENGINES",107292,ויימן איגור,13,J,18/09/1970,18/03/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,ECS-MASTER,EDDY CURRENT SRANDARD MASTER,107292,ויימן איגור,,C,13/04/1973,05/05/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM CODE 2,ETCH INSPECTION METHOD [EIM] - CHEMICAL,112052,גור מיטל,,P,08/12/1986,11/05/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM CODE 3,ETCH INSPECTION METHOD [EIM]-BLUE ETCH ANODIZE,112052,גור מיטל,,F,08/12/1986,08/01/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM CODE 5,Etch Inspection Method (EIM) – Surface Temper,112052,גור מיטל,,D,12/08/1986,31/03/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM CODE 7,ETCH INSPECTION METHOD [EIM]-CHEMICAL,112052,גור מיטל,,C,06/12/1986,06/08/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM MASTER,ETCH INSPECTION METHOD [EIM] MASTER,112052,גור מיטל,,J,08/12/1986,08/01/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,EIM MASTER SUPP,ETCH INSPECTION METHOD (EIM) MASTER SUPPLEMENT,112052,גור מיטל,,J,20/11/2007,11/12/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,EIS-13,BLUE ETCH ANODIZE,112052,גור מיטל,,W,29/11/1969,30/09/2010,Active,,,
7100,Pratt & Whitney Aircraft Group,EIS-2,"COMPRESSOR AND TURBINE DISKS,HUBS,RIM AIR SEALS",112052,גור מיטל,,J,28/05/1948,29/04/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,EIS-M,ETCH INSPECTION STANDARD - MASTER,112052,גור מיטל,,N,11/07/1961,28/03/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,ETHICS PRESENTATION,"LEGAL, ETHICS, and
 CODE OF CONDUCT
",52258,קציר עמוס,,,26/03/2015,26/03/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle Eyes 18-12,"ASQR-01 and UTCQR-
9.1",,,,,18/12/2018,18/12/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle Eyes 18-13,ASQR-01 Form 4,,,,,18/12/2018,18/12/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle Eyes 18-14,2D Matrix Marking Common Solutions to Common Problems Guideline,,,,,18/12/2018,18/12/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle Eyes 18-9,HOT ISOSTATIC PRESSING PER PWA 4 AND CPW 453,,,12,--,10/10/2018,10/10/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle eyes 17-10,Dear PW Supplier/Partner,52258,קציר עמוס,,,14/09/2017,14/09/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,Eagle eyes 17-6,Electrolytic Etch Requirements.,52258,קציר עמוס,,--,16/05/2017,16/05/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,F-23,Test and Calibration Requirements For Commercial and Captive Laboratories,,,,G,15/05/1963,26/04/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,FAI Cecklist,FAI Standard Work Checklist,52258,קציר עמוס,,,07/09/2012,07/09/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,FCPS-1,"NON DESTRUCTIVE TESTING OF
FRACTURE CRITICAL PARTS",107292,ויימן איגור,13,G,26/01/1989,01/06/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 8014,PRODUCT/ PROCESS/ ATR AUDIT,111252,אבנשטיין אסף,,,01/06/2013,01/06/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9539,Balancing Surveillance Checklist,114108,לונדון פלביו,,15,01/10/2014,01/11/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9540,Supplier Qualification,114108,לונדון פלביו,,14,01/10/2014,01/10/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9541,Company Balance Information,114108,לונדון פלביו,,17,01/10/2014,01/09/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9542,BALANCING OPERATOR CERTIFICATION CHECKLIST,114108,לונדון פלביו,,15,01/10/2014,01/11/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9543,P& W Source Balancing Machine Fact Sheet,114108,לונדון פלביו,,17,01/02/2017,01/02/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,FORM 9683,P&W Source Balance Tool Evaluation Form,114108,לונדון פלביו,,17,01/05/2017,01/05/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,FORMS 9187,Gage Suitability Summary,307,דיין משה,,,01/08/2016,01/08/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM CODE - 7,FLUORESCENT PENETRANT METHOD,108787,חן שבתאי,,C,19/07/1985,08/07/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM CODE 1,FLUORESCENT PENETRANT METHOD,108787,חן שבתאי,,E,19/07/1985,08/07/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM CODE 2,FLUORESCENT PENETRANT METHOD [FPM],108787,חן שבתאי,,E,19/07/1985,08/07/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM CODE 5,FLUORESCENT PENETRANT METHOD [FPM],108787,חן שבתאי,,G,19/07/1985,08/07/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM MASTER,FLUORESCENT PENETRANT METHOD [FPM] MASTER,108787,חן שבתאי,,F,19/07/1985,27/01/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,FPM MASTER SUPPLEMEN,FLUORESCENT PENETRANT METHOD[FPM],108787,חן שבתאי,,H,19/07/1985,13/03/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,FPS 46,Cast turbine vanes,108787,חן שבתאי,,P,08/02/1972,24/02/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,FPS-31,FUEL NOZZLE NUTS AND AIR SWIRL GUIDES,108787,חן שבתאי,,C,04/02/1965,07/02/1980,Active,,,
7100,Pratt & Whitney Aircraft Group,FPS-38,FUSION WELDS,108787,חן שבתאי,,M,20/05/1966,30/10/2009,Active,,,
7100,Pratt & Whitney Aircraft Group,FPS-M,FLUORESCENT PENETRANT STANDARD - MASTER [FPS-M],108787,חן שבתאי,,W,12/04/1945,30/10/2009,Active,,,
7100,Pratt & Whitney Aircraft Group,FPVS-23,CAST TURBINE BLADES,108787,חן שבתאי,,C,28/11/1994,30/10/2009,Active,,,
7100,Pratt & Whitney Aircraft Group,GSS-3,"DISKS,HUBS,SIDEPLATES,& SHAFTS",106815,וולפמן בוריס,,D,07/12/1955,01/02/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,HIM-1,HARDNESS INSPECTION METHOD [HIM],106815,וולפמן בוריס,,S,25/09/1964,09/11/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,HIM-2,Hardness Inspection Method (HIM) – Non-Metallic,106815,וולפמן בוריס,,D,26/09/2011,26/09/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,HIM-3,Hardness Inspection Method (HIM) – Abradable Materials,106815,וולפמן בוריס,,H,30/09/2011,30/09/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,ISQR - 01,Supplier Quality System Requirements,116145,דפרין חיים,,1,19/12/2012,19/12/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,ISQR–02-2,"Controls and Test Frequencies for Rotor Alloy Forgings and Rolled
Rings",116145,דפרין חיים,,2,22/06/2012,22/06/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL 405,SUPPLIER PROCEDURES FOR SPECIAL PROCESSING,113522,נפמן אוראל,,14,01/05/2014,01/05/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL E-107,MICROEXAMINATION FOR NEEDLE (DELTA) PHASE AND LAVES PHASE IN INCONEL 718,106815,וולפמן בוריס,,,17/08/2011,17/08/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL E-152,"MICROSTUCTURE OF PWA 1010, 1085, 1193, 79200,
79201 and 79230",113522,נפמן אוראל,,B,15/06/1980,20/11/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL E-281,MICROSTRUCTURE OF PWA 36254 ABRASIVE COATING,113522,נפמן אוראל,,12,27/09/2011,25/04/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL E-50,"Intergranular / Intragranular Oxidation and Attack
and Alloy Depletion",106815,וולפמן בוריס,,,20/09/2010,20/09/2010,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL E-72 Supp. c,MICROSTRUCTURE OF AMS 4911/4928 TITANIUM ALLOY SHEET/ BARSTOCK/ FORGING,106815,וולפמן בוריס,,,07/04/2011,07/04/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL F-62,Brazing,106815,וולפמן בוריס,,C,15/07/1975,19/05/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL J-72,MATERIALS CONTROL LABORATORY MANUAL,113522,נפמן אוראל,22,A,23/03/2018,23/03/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL P 82,pH Determination and Adjustment,111534,רוזנשטיין צ'רלס,,,19/09/2011,19/09/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL P 85,Trisodium Phosphate Solution,111534,רוזנשטיין צ'רלס,,,05/04/2011,05/04/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-2,Raw Material  Metallic,106815,וולפמן בוריס,,-,01/01/1945,04/04/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-3,Raw Material - Nonmetallic,111534,רוזנשטיין צ'רלס,,D,23/10/1945,31/03/2017,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4,Finished Parts Metallic,106815,וולפמן בוריס,,B,23/10/1945,01/08/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp 1,Control Requirements for Metallic Finished Parts,106815,וולפמן בוריס,,B,23/10/1945,04/09/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp 2,Audit Control Parts and Assemblies,106815,וולפמן בוריס,,-,23/10/1945,30/11/2010,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp 4,Minimum Tests for Parts with Special Drawing Requirements,,,,-,01/01/1945,15/11/2003,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp. 3A,Minimum Tests for Commonly Used Material and Processing PWA Specifications,106815,וולפמן בוריס,,-,01/01/1945,29/03/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp. 3B,Minimum Tests for Commonly Used Material and Processing Specifications ? AMS 2000 and 4000 Series,106815,וולפמן בוריס,,-,01/01/1945,04/04/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-4 Supp. 3C,Minimum Test for Commonly Used Material and Processing Specifications ?,106815,וולפמן בוריס,,-,01/01/1945,10/11/2010,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-A-5,Finished Parts - Nonmetallic,,,,-,01/01/1945,15/04/2001,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-APP.56,PRATT & WHITNEY MATERIALS CONTROL LABORATORY QUALIFIED COMMERCIAL LABORATORY LIST,106815,וולפמן בוריס,,Y,29/01/2009,22/10/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-App. 36,Suppliers Operating Under Material Control Laboratory (MCL) Laboratory Control at Source (LCS) and Metallurgical Control at Source (MCS),106815,וולפמן בוריס,,AL,15/10/1956,02/01/2020,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-App. 60,Trace Element Tested by Qualified Noncommercial Laboratories,106815,וולפמן בוריס,,A,15/06/1976,31/07/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-C-1,General Instructions on Minor Material Changes and Nonconformances,106815,וולפמן בוריס,,C,01/05/1945,16/12/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-C-9,C-9      DOCUMENT PROPERTY RIGHTS NOTICE,,,,,30/09/1955,15/02/1983,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-C10 SUPP. H,LCS SUPPLIERS WITH IN HOUSE LABORATORIES,106815,וולפמן בוריס,,A,24/01/2014,24/01/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0,General Instructions for Mechanical and Metallurgical Tests,106815,וולפמן בוריס,,A,15/02/1989,04/02/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. B,Composition and Use of Etchants,106815,וולפמן בוריס,,A,10/12/2010,26/04/2016,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. C,RECOMMENDED HARDNESS TESTING PROCEDURES,106815,וולפמן בוריס,,A,05/04/2011,01/10/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. C1,HARDNESS CONVERSION TABLES,106815,וולפמן בוריס,,B,24/05/2011,03/06/2015,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. D,"General Instructions for Mechanical and Metallurgical Tests, Grain Size Determination on Corrosion and Heat Resistant Alloys",106815,וולפמן בוריס,,B,05/04/2011,16/01/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. E,Procedure for Nondestructive Metallographic Preparation and Acetylcellulose Tape Replication,106815,וולפמן בוריס,,A,10/12/2010,01/10/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP. F,"General Metallographic Techniques for Thermal Spray
Coatings",106815,וולפמן בוריס,,,05/04/2011,05/04/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP.A,General Metallographic Preparation Techniques,106815,וולפמן בוריס,,A,27/10/2010,10/12/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-0 SUPP.A1,EXAMINATION OF COATINGS ON BLADES AND VANES,106815,וולפמן בוריס,,A,11/05/2011,13/08/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-142,13,106815,וולפמן בוריס,,A,30/09/1976,09/12/2014,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-142 SUPP. A,MICROEXAMINATION OF CAST,106815,וולפמן בוריס,,,15/11/1989,13/09/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-143,MICROSTRUCTURE OF F100/PWA 658 THIRD,,,,,24/09/1976,31/10/2004,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-161,PLASMA COATINGS,106815,וולפמן בוריס,,A,15/07/1982,10/11/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-166,EVALUATION OF MACHINED FEATURES,106815,וולפמן בוריס,,B,31/01/1985,08/01/2019,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-166 SUPP. A,Evaluation of Machined Features (Except PWA 1-1),106815,וולפמן בוריס,,D,21/03/1997,14/04/2020,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-18,Definitions (General Instructions for Chemistry Unit),,,,-,10/10/1945,31/01/2008,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-189,ACCEPTANCE STANDARDS,106815,וולפמן בוריס,,A,30/04/1987,19/10/2018,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-205,ACCEPTANCE STANDARDS,,,,,15/10/1989,15/08/2005,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-227,MICROSTRUCTURE OF PWA 1007 AND PWA 1016,106815,וולפמן בוריס,,,02/01/1996,08/11/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53,ACCEPTANCE STANDARDS,106815,וולפמן בוריס,,,30/11/1965,06/01/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP. 2,ACCEPTANCE STANDARDS,106815,וולפמן בוריס,,,30/11/1965,16/08/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP. 37,PLASMA COATINGS - PWA 53-37 and PWA 271-37,115402,טרננקו ויטלי,,A,30/11/1965,06/06/2013,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP. 38,ACCEPTANCE STANDARDS,,,,,30/11/1965,15/08/2003,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP. 47,ACCEPTANCE STANDARDS,,,,,30/11/1965,15/08/2003,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP. 5,ACCEPTANCE STANDARDS,106815,וולפמן בוריס,,,30/11/1965,12/08/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 SUPP.10,PLAZMA COATING-PWA 53,113522,נפמן אוראל,,11,30/11/1965,16/08/2011,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-53 Supp 85,Acceptance Standarts,,,,C,30/12/2006,30/12/2006,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-54,MICROEVALUATION OF METAL REMOVAL BY NONCONVENTIONL METHODS PWA 97,106815,וולפמן בוריס,,,15/02/1966,31/05/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-69,ACCEPTANCE STANDARDS,,,,,15/12/1960,15/09/2003,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-72,MICROSTRUCTURE OF TITANIUM ALLOY ROTOR FORGINGS,106815,וולפמן בוריס,,,28/02/1969,11/05/2012,Active,,,
7100,Pratt & Whitney Aircraft Group,MCL-E-90,MACRO-AND MICROSTRUCTURE OF TITANIUM (6-2-4-6) FOR ROTOR FORGINGS,106815,וולפמן בוריס,,,31/05/1971,11/05/2012,Active,,,
